listing_id,id,date,reviewer_id,reviewer_name,comments,numerical_review,summary
797036,56585883,2015-12-15,16436030,Daina,"Hemos tenido una estancia en general muy agradable, en cuanto a la localización y a la predisposición por parte del anfitrión. Es fácil llegar a cualquier punto de Londres gracias a las paradas cercanas de autobús ( no m ás de 5 min andando).<br/>La casa cuenta con todo lo necesario para la estancia de 2 personas, además de estar muy bien climatizada.<br/>Si tuviera que destacar algún pequeño inconveniente sería que en el dormitorio principal se encuentra el calentador de agua y este provoca un ruido molesto durante la noche.<br/>A pesar de esto no dudaría en recomendar  o volver a este apartamento.",1,"A pleasant stay with minor issues, but would recommend due to good location and host."
1335779,32846196,2015-05-22,11566696,Matthew,"A quiet, friendly, tidy and super convenient place to stay. Chloe and Chanse made us feel very welcome and the room was just as advertised. They were flexible and helpful hosts with good recommendations for local places to eat and do. I hope to bump into them and their lovely dog Darcy in Bethnal Green soon!",5,"Quiet, friendly, and convenient place to stay with welcoming hosts."
934433922599836299,1043447291390802475,2023-12-10,6023887,Paula-Marie,"The good stuff first — Julia was very kind and flexible as a host. My flight was delayed by more than five hours, and she was patient and responsive through the many updates. The location is also very convenient — close to paddington so getting there from the airport (and back) was easy, plus access to the underground to go all over town. The immediate surroundings aren’t very picturesque but the convenience to Paddington station was worth it.<br/>As for the not good — we found clumps of hair on the floor in several places (def not ours) and the space was very dusty in places. The pillows were very uncomfortable (felt like lumps of old socks stuffed in a bag) and we ended up going to buy travel pillows so we could sleep comfortably.  It is loud at times — a train (or the underground) goes by every fifteen or so minutes and you not only hear but the whole places shakes. The shade in the bathroom was broken and rusty, the shower head broken so that it wouldn’t stay up. We won’t be back.",3,"Convenient location, but space was dusty and had cleanliness issues."
1240874981951522282,1269466152747923116,2024-10-17,22581904,Trina,"This is a great studio right on the main road by Kings Cross. There’s loads of bars, cafes & restaurants nearby. There’s lots of space, a great shower & very comfy bed. It is right in the thick of it though so if you want peace this isn’t your place! The host had provided excellent ear plugs which meant I slept brilliantly & wasn’t disturbed by the road. Would definitely recommend - it’s well equipped, clean & the host is very friendly & responsive",5,"Great studio in central Kings Cross area, but can be noisy."
4408750,124579119,2017-01-02,103358113,Donatella,"My boyfriend and I spent a beautiful journey at Harriet's. <br/>The house is very central, near to the underground station and bus stops from which it's easy to reach every tourist attraction. There are many pubs in the nearby and the place is very quiet and safe. <br/>Harriet is a very kind and beautiful person, she helped us whenever we needed, and the house is very cozy. <br/>Absolutely recommended! ",5,"Central, quiet, and safe house with a kind host."
702216159767104578,1097056367787059653,2024-02-22,25396443,Sue,"Half of Number outside apartment missing . Was given code to wrong flat , had to ring but prompt response. Love homely v well  equipped appt . Spotless . Comfy huge bed , lovely linens towels and shower products . Nice kitchen , cold water in fridge very welcome .  A bit noisy late night from restaurants and early morning from scaffolding going up but to be expected from such an amazing central location .",5,"Loved the homely apartment with comfy bed and spotless facilities, but had issues with missing items and noise from nearby restaurants."
904907165640184086,1124514725636531169,2024-03-31,483513981,Jason,"We had a great stay in London and this was a great layout for our family of 4 (two teenage kids).<br/>The location has easy access to many public transportation stops (bus and tube) and there are great, walkable restaurants around from traditional British spots to a wide array of international cuisines (Lebanese, Indian, Middle Eastern).<br/>The apartment was very convenient and clean and a perfect spot to rest and unwind after some big days of touring around the city. Also enjoyed the proximity to Hyde Park which allowed for a great running destination in the morning before our sightseeing days would begin.<br/>Would definitely recommend.",5,Had a great stay in this convenient and clean apartment with easy access to public transportation and amenities.
957097427122155954,1201365669553236993,2024-07-15,3262855,Anton,"Spacious and beautifully decorated one bedroom appartement in a great location. Steps away from Portobello Road and Notting Hill restaurants. Has great amenities including a washing machine (and an inbuilt dryer), dishwasher, and an awesome shower (and a bath as well). Big kitchen and a very comfy bed. Tim left us water and milk, which was very helpful. Check-in was easy and flexible.",5,Enjoyed the spacious and beautifully decorated one-bedroom apartment with great location and helpful host.
632672,747609714327060485,2022-10-28,44927610,Jørn,"Essential:<br/>Personal service: Good. Donovan was nice, flexible and helpful.<br/>Information: To be improved. No pro active information about toilet on same floor being closed, or that wifi information was outdated. No pro active advise on how to use bed lights (and you would want advise).<br/>Beds: Good. Clean sheet, towels were fine. Quite hard madrasses, which I liked.<br/>Bathroom: Average. Looks nice and clean, but water pressure was poor.<br/>Nice to have:<br/>Location: Average. Walking distanse to the Old Street Underground and Tesco 24h express. Excellent if closer to Old Street Station.<br/>Design and style: Average. The images in ad do not tell the full story. However, seems to be cleaned. Bed room size was ok.",5,"Found the apartment to be average, with some issues with water pressure and outdated information, but good beds and location."
855465,15819338,2014-07-16,4665479,Jonne,"Sophie's apartment was just as described! We found it it very cosy and neat, just perfect for our stay in London. The location couldn't have been better with nice restaurants and shops around and the tube station just around the corner. Sophie was a very good host and made us feel welcome to her house and we got some good tips about the neighborhood.",5,Loved Sophie's cozy and neat apartment in a perfect location with great restaurants and shops nearby.
6620546,966488867748044441,2023-08-26,11131415,Amy,"Great location. Spacious apartment for our family of 5.<br/>Very close to the tube station.<br/>The apartment had everything we needed for a few days stay in London. Beds were very comfortable.<br/>We really appreciated the balcony for an early morning cup of tea or watching the rain in the evening.<br/>The furnishings/cushions were a little worn, some threadbare. However we had everything we needed and enjoyed our stay very much.",5,"Great location, spacious apartment with comfortable beds, but some worn furnishings."
2354954,882467903998621962,2023-05-02,418527618,Michelle,Ali was extremely helpful and after a long flight we appreciated him greeting us on arrival outside of his normal hours. The location was more than we had hoped for - very central to so many great London sights but on a pretty and quiet street. We would not hesitate to recommend or to stay here again.,5,Excellent host and central location made for a wonderful stay in London.
8477795,525782206,2019-09-08,102747913,James,"We spent three nights in London and found Harold's place to be just what we needed. Harold and Tommy are the perfect host. Their guest house is beautiful, quite, clean, and has all the amenities we needed for our stay. We would recommend their place and plan on staying again next time we are in London.",5,"Beautiful, quiet, and clean guest house with perfect hosts."
32321548,706393046,2020-11-03,31812643,Vincent,"Relatively easy journey from Euston to Billie and Max' nocarz, the house was lovely although the electronic keys proved to be stressful manoeuvring your way around the app when life is much simpler with a key.<br/>The room itself was very small but fresh and clean but the bed was absolutely terrible, lumpy and lopsided, not at all a good nights sleep unfortunately. <br/>Alas there was some confusion with the booking and I had to vacate the second night. The biggest surprise was thinking I had booked a £47 per night room that transpired once surcharges had been added (cleaning £26:00 and service fee £12:37 ) the price bumped up to £85:37, I hadn't noticed these charges visibly anywhere so at this point, not at all worth the money. <br/>All that said the hosts were very communicative.",4,"Disappointing experience due to small room, terrible bed, and unexpected price surcharges."
15886050,185739222,2017-08-22,42255826,Maria,"I booked Alberto's place in the evening the day before and although that was admittedly late, everything ran smoothly. The apartment is nearby a vibrant district, there is a supermarket a 10 minute walk away and there are no problems with getting to the city center. I would absolutely recommend it!",5,Smooth booking process and great location made for a wonderful stay in Alberto's apartment.
17958985,147333287,2017-04-26,15604850,Walter Baroni,"Sal is an extremely kind person, always ready to help. The location is incredibly close to tourist attractions, but also to the wonderful Brick Lane - that it has been a great and unexpected discovery. The apartment, as others pointed out, is noisy, but it depends on what you are looking for. A calm place miles away from the city centre or one that is less peaceful, but from which you can reach the city ten minutes by foot. So it's just a matter of choice and interests. ",5,The apartment is noisy but has a great location near tourist attractions and Brick Lane.
547039567523456512,634598181925926228,2022-05-25,398519401,Lin,"Clean, neat , tidy accommodation with ample space. Bus stop 3 house away, great Turkish restaurant nearby name Ottoman ( big portion & great value for money). <br/>Check in and check out is very easy. Jay is very communicative and sent me details in advance for our travel. Would like to stay here in future as well.",5,Clean and spacious accommodation with easy check-in and good communication from Jay.
45512471,475100259536235461,2021-10-17,26450810,Anna,"The location of this flat is excellent, its a beautiful part of London and the transport links and local amenitiesare both great and convenient. Check in was really easy, using an electronic pin pad, couldn't have been easier. Note that nocarz says check in is from 11am, after booking the host said it was from 3pm. I then paid extra to check in early because I had booked for a wedding.",5,"Excellent location with convenient transport links and local amenities, easy check-in process."
20489399,258121650,2018-04-28,50278079,Linda,Die Wohnung liegt sehr ruhig und man ist per Fuß schnell bei Tube/Bus/Overground. <br/>Wer gerne läuft kommt hier auch auf seine Kosten. Bis zur Tower Bridge ist es nicht weit und auch ein gemütlicher Spaziergang nach Greenwich ist drin.<br/>Das Zimmer reicht vollkommen aus für einen Städtetrip!!<br/>Ewelina ist super nett und auch einen früherer Check-In war möglich!<br/>Des Weitern sind Einkaufsmöglichkeiten für den Alltag schnell zu erreichen.<br/>Ich kann das Zimmer nur empfehlen und würde gerne wieder kommen.,1,Quiet apartment in a great area with easy access to public transport and amenities.
31402976,705714793,2020-11-01,17488404,Alan,"This is a lovely airy self-contained attic room in a very pretty area of London. It has a small, pretty private roof top terrace area. <br/>Communication with Peter was very easy and he is a lovely host. The key safe access and on street parking was very handy. <br/>Public transport into the city is straightforward, close and regular. <br/>Highly recommended.",5,Lovely attic room with private roof top terrace and easy communication from Peter.
7274152,589635865,2020-01-06,152471702,Rob,"An apartment that, as a family,  really blew us away. Incredibly clean and spacious filled with some superb art and clever touches. The location was awesome and the chance to chill out on the balcony after a full day in the City was amazing. I would highly recommend the apartment and would like to thank John for his great communication and hospitality. Don’t miss this one!",5,A clean and spacious apartment with excellent location and communication from the host.
886994516377640009,1164396230261495583,2024-05-25,180104673,Dr. Med. Uwe,"Wir haben schon vor der Anreise hilfreiche Tips bekommen und unsere Gastgeberin Hilal hat alles getan, um uns den Aufenthalt so angenehm wie möglich zu gestalten - besser geht es nicht! Die Unterkunft ist 10 Minuten von der U-Bahn-Haltestelle Oval entfernt und hat damit Zugang zur Northern Line. Dadurch können viele Ziele einfach erreicht werden. Es handelt sich um eine komplett ausgestattete Wohnung zum Wohlfühlen. Die Nachbarn hört man leider gut, weil die Wände den Schall nicht gut isolieren. Ohrenstöpsel helfen aber. Kleinere Einkaufsmöglichkeiten sind ca. 200m von der Wohnungstür entfernt. Insgesamt eine sehr angenehme Erfahrung, wir kommen sehr sehr gerne wieder!!! (;",0,"A well-equipped apartment with good access to public transport, but some noise issues due to thin walls."
14701569,295754655,2018-07-24,198376736,Eugenia,"la casa estaba bien ubicada pero la habitación era muy pequeña y calurosa y no te dejan usar ninguna zona común excepto el baño asique si quieres descansar es prácticamente imposible,entre el calor de la habitación,el ruido de los vecinos entrando y saliendo y la cantidad de escaleras que hay que pasar,no merece la pena para el precio.",2,"The room was too small and hot, and there were no common areas available for guests."
818591541083860539,1274632020474233331,2024-10-24,69963247,Alan,"Needs a full make over very worn out & tired , smells from other apts as you walk indoor ,all smoke / methane detectors out of date or broke , shower broke had to kneel in bath , carpets /settee heavily stained ,poorly decorated , handrail in hall way ready to fall off",0,The apartment needs a full renovation as it is worn out and poorly maintained.
26016962,555975949,2019-10-28,28161735,Audrey,"This is a wonderful place and super host(s).  We are an older couple and have had some less than great experiences with nocarzs but this one totally restored our faith!!  Clean, bright, GREAT bathroom and excellent value.  I was concerned re distance from central London but we could reach all the major sites within 30-40 minutes via bus, overground, underground.  Host right ""on site"" so any issues/questions can be immediately addressed.  Host soooo hospitable--just a really great experience!!",5,A clean and well-equipped apartment with excellent value and a very hospitable host.
968752762175738149,1130352433624794831,2024-04-08,15214651,Jaimie,"Kinga & Marc couldn’t have been more accommodating. Due to a small issue outside of their control, our booked apartment was unavailable for 48 hours but they were able to set us up with another apartment next door which was still great for the beginning of our stay.  They kept us updated on progress of the issue and Marc was on hand to help move us into our original apartment. <br/>The apartment was very comfortable and had the added bonus of 2 bathrooms. My teenager loved having his own space to chill out when he got fed up with us!<br/>The area was great, the DLR is 2 minutes walk from the doorstep and gets you to Canary Wharf in less than 5 minutes and Bank station in under 15 minutes. There is also a good choice of shops, takeaways and cafes & restaurants close by.",5,The hosts were accommodating and provided a great apartment with excellent location near the DLR.
25318881,931711732700278751,2023-07-09,462981919,Victoria,We thoroughly enjoyed our stay here. Dave was very helpful and informative and allowed for a seamless experience from the initial booking through to check out. Lovely light room with big windows on one of the more quieter streets in Camden. I felt very safe here with my teenage daughter and we had everything we needed for a comfortable stay.<br/>Wouldn't hesitate to return- thank you!,5,"The host was helpful and informative, providing a lovely light room in a quiet Camden street."
837412416295318012,862239516376760632,2023-04-04,503645414,Zahra,"It is small place maybe it is good for a young and male , because  there are many step that everyday should pass to go bathroom or kitchen , there is no mirror in the room that for minor thing we should go to the bathroom .I advised if you book this room bring one portable .location is not bad but still to reach underground station need walk about 10 minute .generally I will give 3 star",3,"The small room had some drawbacks, including many stairs to bathroom/kitchen and no mirror in the room."
1543097,670155067149080511,2022-07-13,6685063,Julianne,"We really enjoyed our stay here! Convenient but quiet location, comfy bed, and all the essentials for our quick stay. The washing machine was out when we were there but George was more than happy to coordinate with us to use his in the neighboring unit - a lifesaver as we’d gone a week without and had no clothes left. George also had a couple of great recommendations and had fantastic, very quick communication.  Would definitely stay here again, albeit, not in the middle of a heat wave as we are used to AC (but knew going into this stay it wasn’t offered).",5,"The convenient location and comfy bed made for a great stay, despite no air conditioning."
12358732,504121344639879856,2021-11-26,421870057,Michael,"Beautiful place to stay! Lovely and warm when we got in later in the day from the cold. Cosy and clean! <br/>Not too far away from Queens Park which gives access to the underground and overground to travel around London. <br/>Local shops and cafes nearby if you want to go out for lunch, get food for a home dinner",5,"The cozy and clean apartment was lovely, with easy access to Queens Park and local shops."
53622434,1261571947638389247,2024-10-06,558818805,Jonathan,"Totally surpassed expectations, it looked beautiful on the photos but it’s such a unique space for a weekend in the city. <br/>- Location is perfect.<br/>- Host support was 1st class.<br/>- Will 100% stay again and be recommending to friends and family. <br/>Only critique would be a complex and dated media set up but that’s only an inconvenience if you’re a long stay guest or not so tech literate.",4,"Guest had a great stay, praising the location and host support, with only minor complaints about outdated media setup."
37452718,1292773034930623280,2024-11-18,161045918,Andrew,"Jennifer’s place was a home away from home. The space was incredibly homey and functional, the location couldn’t have been better and Jennifer was helpful, kind and so generous with her time. We would come back and stay in a heart beat! Highly recommend Jennifer’s place for a short or a long stay!",5,"Guest felt at home in Jennifer's place, praising its hominess, functionality, and excellent location."
927436143082657772,1225977211684439875,2024-08-18,311530686,Jiajie,"Let's talk about the house first: it has a very beautiful garden, the rooms and living room are very warm, and the kitchen is very complete.<br/>Then the host's family was very friendly, making me and my son feel at home.<br/>If there is a chance to come back to London, I will definitely come back to Julie's house.",5,"Guest had a wonderful stay at Julie's house, praising its beautiful garden, warm rooms, and friendly host family."
925404026762329814,1219471044411013717,2024-08-09,27177580,Rachel,"I had a wonderful stay at Eleide’s nocarz! She was incredibly welcoming and made sure I felt right at home. The room was exactly as described, clean, and comfortable. Eleide was also very helpful with laundry, which I greatly appreciated. The neighborhood felt safe, especially as a solo traveler, and there were plenty of excellent bakeries nearby. Highly recommend!",5,"Guest felt welcome and comfortable in Eleide's nocarz, praising her hospitality, cleanliness, and helpfulness."
28599087,527249309,2019-09-10,77349572,Christine,"Tafon est un hôte acceuillant, et disponible pour toutes demandes. Très bonne localisation. Dommage qu’il n’y ait pas de volet occultant dans la chambre et de possibilité de fermer la chambre à clé. De plus leurs jeunes enfants étaient bruillant jusqu’à presque minuit, ce que je ne trouve pas respectueux pour les invités qui souhaitent dormir. Un matin sans eau chaude à la douche. Pour la propretée, c’est vite fait, il ne faut pas regarder en détail.",2,"Guest had a mixed experience at Tafon's place, praising his welcoming nature but criticizing noise from children and lack of amenities."
1390326,66459133,2016-03-22,4208210,Zoé,"L'appartement correspondait tout à fait à sa description dans l'annonce, d'une propreté irréprochable, situé idéalement dans un bel immeuble près de St Pancras, dans un quartier calme et agréable, à deux pas de plusieurs adresses sympas ( restaurants,pubs, magasins d'alimentation etc) listées par Steve. <br/>L'accueil fut super et même adaptable suite à un retard de train, Steve et Alex sont des hôtes charmant et le fait qu'ils habitent dans l'appartement d'à côté permet une disponibilité pratique si l'on rencontre le moindre soucis. Tout en offrant une réelle indépendance et le sentiments d'être chez soi. <br/>Bref, nous avons passé quelques jours très agréables dans ce joli petit appartement à Londres et le recommandons sincèrement.<br/>",2,"The apartment was clean, quiet, and well-located, with friendly hosts who were available to help."
40459545,1018094474791439885,2023-11-05,39528076,Daniel,"The apartment is spacious, very comfortable for 4 people, with two bedrooms and two bathrooms. There are all the kitchen supplies needed if you want to cook yourself, otherwise there are many interesting restaurants in the surroundings! The underground station is literally 2 min by foot. a big plus for travellers with kids: the nearby Holland park adventure playground is fantastic!<br/>highly recommended!",5,"The spacious apartment was comfortable for four people, with good amenities and a convenient location near public transportation."
890439075645302411,919436749201933502,2023-06-22,408009710,Muntasir,"A great flat in a great location! so fabulous for sightseeing with everything in walking distance . Sahar’s flat is clean, modern, comfortable, well equipped and well laid out. It was also warm, has a spacious bedroom, good sofas, and a great shower, and was very, very easy to rent.<br/>Her communication is superb – from immediate initial contact, to instructions beforehand, to several messages during the stay to check everything was ok. She was just fantastic with everything.<br/>Would highly recommend – a very convenient flat you can book with confidence that it will all work and be very easy!<br/>⭐️⭐️⭐️⭐️⭐️",5,"Sahar's flat was clean, modern, and well-equipped, with excellent communication from the host."
19124709,886851439325471296,2023-05-08,92926039,Jen,"Great private and quiet place to stay. My wife and I stayed for 5 nights whilst I worked in a nearby area, and enjoyed how peaceful it was. No noise at night, felt like a safe area which was important to us walking home late at night, parked on the road outside the house really easily. Bus gets you to the tube/ overground in no time, so its pretty convenient for getting into London, takes about an hr to the centre. Useful shops nearby. Lovely welcome from Raymond. Does what it says on the tin!",5,"The quiet apartment was a peaceful retreat for two people, with easy access to London and a friendly welcome."
42853360,983960241643408497,2023-09-19,2786238,Robert Jozef Laurens,"fine place to stay if your standards are not to high.  although adequate, this place lacks a personal touch.  of all the amenities, everything check out just fine,  but there is nothing extra.  6 pieces of silverware, six cups, nothing in excess.  six guest can eat at a 4 person dinner table with 4 seats. the cupboard in the living room is placed halfway into the room to allow for storage space behind it.  beds sleep well, neighbors upstairs somewhat noisy.  window sill quite abhorrently dirty and windows don't do much to keep street noise and draught out.   out for a weekend with friends on the town? this is your place.  romantic getaway with slightly spoiled 40+ group? look elsewhere.  host provides fine communication and is all good intentions, undoubtedly.",5,"The place was fine but lacked a personal touch, with basic amenities and some minor issues with cleanliness."
664947537164520868,1289121559982645077,2024-11-13,492411829,Sarah,The apartment is modern and well equipped the entrance lobby and secure door makes it feel very safe. There is great proximity to amenities and travel to wider London with Camden Market being in easy walking distance . The apartment was big with sting WiFi and quiet for being so central.,5,Modern apartment with great amenities and safe location near Camden Market.
572517068892753313,868665762090973454,2023-04-13,140652208,Andrea,This Air bnb is worth than what we paid for.  Dainius added so many thoughtful touches that added to the experience. My son was loving bring able go play a video when wewere breaking from sightseeing. Location was fantastic. it's only a 15 min walk from Big Ben. <br/>Will definitely be staying again on our next trip. thank for everything  Dainius!,5,Excellent value for money with thoughtful touches from host Dainius and fantastic location near Big Ben.
895752159787227645,902778130631555181,2023-05-30,301277730,Isis Osiris,"Stay here, this place is amazing, Monica and Florin are really really really nice, they always asked if we needed something, if we were ok, they always had the house clean, it was the best experience i've had at an nocarz, recommended 100%, worth it 100%, the Elizabeth line is like 10 minutes away and you get to the center of the city in less than 20 minutes by train,it is a really safe and quiet place, we liked it very very much, hopefully we can stay here again in the future :)",5,"Amazing experience at this quiet and safe place with friendly hosts Monica and Florin, highly recommended."
631239748484476667,904235636031210717,2023-06-01,498531420,Yasheni,"I booked this place on behalf of my parents, and their experience staying here for about 2 weeks was just perfect!<br/>Checking in was super easy as Mr Saket provided clear instructions on accessing the apartment.<br/>The place itself was absolutely delightful. The room was incredibly comfortable with lots of sunlight, and the huge living room overlooking the canal was the best thing to wake up to every morning for them. <br/>The location was ideal with 2 Tescos just a short 5 minute walk away, and the DLR just a 3 minute walk from the place. Also an added bonus is the step-free access from ground floor to the apartment.<br/>Saket is truly a superhost, always ready to help with any inquiries or requests. He’s super friendly and accommodating, and ensured my parents felt welcomed and comfortable throughout their stay.<br/>Overall I highly recommend Saket’s place. The combination of a cozy and well-appointed space, strategic location and fantastic hospitality of the superhost make it a true gem 😊",5,"Perfect stay for my parents with easy check-in, comfortable room, and ideal location near Tesco and DLR."
439489,158361765,2017-06-06,55411589,Alexis,"I loved staying at this nocarz because it was right near Primrose Hill which is beautiful and has an amazing view of the whole city! James was a wonderful host and made sure I had everything I needed. He was easy to talk to, and when the London Bridge incident happened he made sure to see if I was okay and talked to me about it. The flat is fairly close to a tube station and it is very quick and easy to get to the rest of London, but is also in a quieter area which I really liked! Will most likely stay here again if I return to London.",5,Lovely stay at this nocarz with beautiful views of the city from Primrose Hill and friendly host James.
19240268,360602706,2018-12-21,5027631,Claire,"This is a great little studio space. Stylish and modern, and very clean. <br/>We were met by Amy on arrival, who offered us information about the apartment and the area. It was nice to chat art, and we noted the gorgeous artwork around the space! <br/>The resident cats of the flat were also a highlight for me. They are gorgeous and so friendly - I loved giving them a cuddle in the morning. Felt very at home and would definitely visit again.",5,Guest had a great stay in a stylish and modern studio space with friendly host Amy.
4605913,148200096,2017-04-30,29108090,Georgina,I enjoyed staying with Yolanda. She was easy to contact and happy to let me check in my stuff early. It's a fantastic location only a few minutes from Liverpool station tube and lots of places to eat nearby. The room is very small but the futon thing is comfortable and it's quiet. ,5,"Guest enjoyed their stay with Yolanda, who was easy to contact and offered a convenient location near Liverpool station."
46287771,753563398,2021-05-01,67186969,Andrew,"We loved this apartment. So much so that we stayed 2 months, instead of the originally booked  one month. It's only metres away from one of London's largest green spaces.<br/>There are great bakeries, coffee ahops, an amazing Italian deli and a host of top restaurants on your doorstep. Our favourite was The Little Thai, closely followed by Mimmo la Bufala (especially for pizzas).<br/>And there are great bus and rail links into central London.",5,"Guests loved the apartment's location near green spaces and amenities, staying for two months instead of one."
915208227761249097,1010722399254891678,2023-10-26,165337717,Cindy,"Le logement de Dhimitër proposait un lieu calme et agréable, avec tous les équipements nécessaires et même un bureau pour travailler. <br/>Notre hôte s’est montré amical et attentif, n’hésitant pas à nous envoyer un message de temps à autres pour savoir si tout se passait bien pour nous. <br/>Nous recommandons avec plaisir et si nous revenons sur Londres, nous louerons ce logement sans hésiter ! <br/>Merci Dhimitër ! <br/>Corentin et Cindy",2,Guests had a pleasant stay in Dhimitër's calm and well-equipped home with friendly host.
1191821445570651868,1211576880508929475,2024-07-29,45802745,Bo,"Stayed for 1 night in a group of 6, going to a festival at walking distance Boston Manor Park. The house matched the photos, quite empty and very basic in terms of furniture. Self check-in via lockbox was very easy. Could do with more glasses and kitchen apparatus (e.g. bottle opener) but overall very satisfied. Note there isn’t a hot tub as in the description but this wasn’t an issue for us.",4,"Group of six stayed overnight in the house near Boston Manor Park, finding it basic but satisfactory for their needs."
21375064,441896720,2019-04-22,253851990,Tamara,"We stayed for 4 days in Matt’s Apartment. The communication was fast and easy, he gave us many tips for our stay. Matt allowed us to have an early check in and a late check out. We’re happy to stay at his place and would love to come back at any time.",5,"Fast communication, early check-in, and late check-out made for a pleasant stay at Matt's Apartment."
4151500,56202231,2015-12-10,49394921,Valeria,"Would definitely recommend it!<br/><br/>The apartment is lovely, spacious and cosy. it was very clean and well equipped. james was extremely helpful and available, he responded to all messages within a very short time. At some point, the heating and warm water was not working, and he came over in just 10 minutes and fixed it.<br/><br/>The location is also quite convenient, in a relatively quiter area but well connected and close to most points of interest.<br/><br/>I would go back:)",5,"The apartment was lovely, spacious, and well-equipped, with James being extremely helpful and responsive."
3683851,396849248008476203,2021-07-01,21344730,Carina,"May I’d absolutely wonderful! Great host super responsive and very kind. Anytime I had an issue she would get back to me right away and solve the issue. Only thing TV ke just basic cable so I had to stream everything from my compitieron, and the flat is located right in front a bus stop so when ordering cars and stuff it was a bit of pain cause they could stay outside the building, and the shower water pressure isn’t great so it made taking a shower a little tough. But those things are out of host control otherwise. She was an absolute delight. I think it’s very good for something short term, good space bedroom and living room are very big. Good natural light as well. Flats a bit old, but the building is pretty cute.",5,"May's flat was wonderful, but had some minor issues like basic cable TV and low shower water pressure."
8879562,165902102,2017-07-02,123009714,Tobias,"The apartment was absolutely wonderful. We were four people, and found it to be plenty spacious, with a really nice kitchen for those communal dinners. Instructions on how to get to the apartment, checking in and checking out were all clear and comprehensive. The host was really nice and was very attentive to every question we had both prior to our arrival and on the day of our arrival. She also helped us out with a lot of extra information, concerning issues with tickets for a concert we were going to attend, which again was so nice of her. The neighborhood was lovely, and it doesn't take too long to get into downtown. All four of us would gladly recommend this apartment!",5,"The apartment was perfect for our group of four, with a nice kitchen and friendly host who helped with extra information."
5311415,484566138750543362,2021-10-30,134974007,Riley,"I rented Louis's room in Battersea for 3 months and I found it to be nothing short of an amazing experience. He is a fantastic host and a wonderful person. His apartment is clean, well-furnished, and comfortable. It is right around the corner from a  bus stop, which makes getting around easy. It is also just a short walk from the beautiful Battersea park along the river.<br/>I will have great memories of my time staying with Lou in Battersea and I would, of course, recommend staying there to anybody.",5,"Lou's room in Battersea was an amazing experience, with a fantastic host and comfortable accommodation."
9244494,258558067,2018-04-29,26691562,David,"This is an absolute superb house. Everything is as you can see it in the pictures. Mary takes excellent care of her guests and is always happy to help. Her cakes are brilliant and so is the entire breaktfast. If it were posssible, we would give 6 stars, because Mary-Beth, Billie and Bowie are absolutely splendid hosts.",5,Guests praise Mary's excellent hosting and delicious breakfast
51592613,980996645643535387,2023-09-15,17978404,Shane,We had the best stay at Louise's place. It was centrally located for our needs and made me feel like I was back living in the UK!  From the initial booking the communication was superb. The apartment had everything we required for our stay and we would absolutely book again next time we are back from Australia. Thanks Louise for a fantastic stay! Highly recommend!!,5,Guests had a fantastic stay at Louise's place with great communication and amenities
54409282,685298044572605399,2022-08-03,20099424,Amanda,"The house is spacious and clean, decoration is lovely. Simon (and the cats) are friendly and chilled. Very short walk to Orpington station and town centre (plenty of shops, cafes and restaurants). Parking on driveway. The private bathroom has both a bath and a shower. All very good and easy! Thank you!",5,Guests enjoyed Simon's friendly hosting and convenient location near Orpington station
21038811,295374273,2018-07-23,43524975,Jerzy,House typical for this part of London. Very quite neighbourhood. Location is on the - nice view on London. Bus stop just around the corner so yo can reach  New Cross Gate in no time in case you want spare on walking (few minutes). Convenient apt for two persons. Very comfortable bad with many pillows. Everything works.  Ideal place to stay if you want to explore east south London,4,Guests found the house comfortable and convenient for exploring east south London
42286214,985355743904034290,2023-09-21,6530585,Chris,"Parsons place was perfect for a 24 hour layover in London. We were 4 adults and while a little tight, the apartment met all our needs. The dryer was great when we got rained on while sightseeing. There is a pub right across the street to get a drink at. We would definitely stay again if the opportunity presented itself.",5,Guests had a great stay at Parsons place with its convenient location and amenities
814000429357353728,1013677724751038959,2023-10-30,8559092,Jennefer,"This accommodation was perfect for us. We had events in Wembley and Excel and both were really easy to get to with the tube station so nearby (but not noisy). We even ventured by bus to the RAF Museum. Spotless, attractive and a very pleasant place to sit and chill one day too. We didn't use the cornershop across from the tube station, but it was good to know it was there. The only challenge during this stay was the immersion heater in the eaves right by the bedroom. This seems like it gets activated whenever anybody in the complex of flats runs a hot tap and so randomly starts-stopd during the night for late night showers and whatever else. You can hear what i assume is the fan of the neighbouring flat bathroom too. Thankfully, I'd seen a previous comment in a review and made sure to pack earplugs and I slept much better after the first night. Syed's instructions were really clear and timed very well. And any additional queries were answered very promptly. :)",5,"The accommodation was perfect for us, but the immersion heater caused some noise issues."
